date,category,commodity,unit,commodity_id,price,usdprice
2020-06-15,miscellaneous food,Sugar,KG,97.0,127.85,0.69
2020-06-15,pulses and nuts,Beans,KG,50.0,130.75,0.7
2020-06-15,pulses and nuts,Lentils,KG,108.0,140.1,0.75
2020-06-15,vegetables and fruits,Bananas,KG,254.0,94.5,0.51
2020-06-15,vegetables and fruits,Cabbage,KG,181.0,86.59,0.47
2020-06-15,vegetables and fruits,Coconut,Unit,684.0,64.22,0.34
2020-06-15,vegetables and fruits,Eggplants,KG,434.0,110.72,0.6
2020-06-15,vegetables and fruits,Onions (imported),KG,323.0,65.0,0.35
2020-06-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,250.64,1.35
2020-06-15,vegetables and fruits,"Onions (red, local)",KG,685.0,241.26,1.3
2020-06-15,vegetables and fruits,Papaya,KG,408.0,81.74,0.44
2020-06-15,vegetables and fruits,Pineapples,KG,524.0,155.75,0.84
2020-06-15,vegetables and fruits,Pumpkin,KG,412.0,29.75,0.16
2020-06-15,vegetables and fruits,Snake gourd,KG,675.0,99.15,0.53
2020-06-15,vegetables and fruits,Tomatoes,KG,114.0,146.09,0.78
2020-07-15,cereals and tubers,Potatoes (imported),KG,688.0,125.39,0.67
2020-07-15,cereals and tubers,Potatoes (local),KG,687.0,173.5,0.93
2020-07-15,cereals and tubers,Rice (medium grain),KG,131.0,96.04,0.52
2020-07-15,cereals and tubers,Rice (red nadu),KG,157.0,90.52,0.49
2020-07-15,cereals and tubers,Rice (red),KG,595.0,91.48,0.49
2020-07-15,cereals and tubers,Rice (white),KG,133.0,92.05,0.5
2020-07-15,cereals and tubers,Wheat flour,KG,58.0,93.86,0.51
2020-07-15,"meat, fish and eggs",Eggs,Unit,92.0,19.85,0.11
2020-07-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1200.0,6.46
2020-07-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,625.0,3.36
2020-07-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,300.47,1.62
2020-07-15,"meat, fish and eggs",Fish (jack),KG,679.0,657.5,3.54
2020-07-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,925.5,4.98
2020-07-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,441.54,2.38
2020-07-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,583.34,3.14
2020-07-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,815.14,4.38
2020-07-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,404.11,2.17
2020-07-15,miscellaneous food,Sugar,KG,97.0,130.92,0.7
2020-07-15,pulses and nuts,Beans,KG,50.0,124.17,0.67
2020-07-15,pulses and nuts,Lentils,KG,108.0,139.43,0.75
2020-07-15,vegetables and fruits,Bananas,KG,254.0,79.24,0.43
2020-07-15,vegetables and fruits,Cabbage,KG,181.0,90.9,0.49
2020-07-15,vegetables and fruits,Carrots,KG,166.0,116.96,0.63
2020-07-15,vegetables and fruits,Coconut,Unit,684.0,61.0,0.33
2020-07-15,vegetables and fruits,Eggplants,KG,434.0,72.19,0.39
2020-07-15,vegetables and fruits,Onions (imported),KG,323.0,68.74,0.37
2020-07-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,162.0,0.88
2020-07-15,vegetables and fruits,"Onions (red, local)",KG,685.0,141.61,0.76
2020-07-15,vegetables and fruits,Papaya,KG,408.0,68.48,0.37
2020-07-15,vegetables and fruits,Pineapples,KG,524.0,172.17,0.93
2020-07-15,vegetables and fruits,Pumpkin,KG,412.0,55.41,0.3
2020-07-15,vegetables and fruits,Snake gourd,KG,675.0,65.43,0.35
2020-07-15,vegetables and fruits,Tomatoes,KG,114.0,88.0,0.48
2020-08-15,cereals and tubers,Potatoes (imported),KG,688.0,126.1,0.68
2020-08-15,cereals and tubers,Potatoes (local),KG,687.0,192.52,1.05
2020-08-15,cereals and tubers,Rice (medium grain),KG,131.0,95.5,0.52
2020-08-15,cereals and tubers,Rice (red nadu),KG,157.0,86.86,0.47
2020-08-15,cereals and tubers,Rice (red),KG,595.0,89.88,0.49
2020-08-15,cereals and tubers,Rice (white),KG,133.0,88.0,0.48
2020-08-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1100.0,5.99
2020-08-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,577.68,3.15
2020-08-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,311.07,1.69
2020-08-15,"meat, fish and eggs",Fish (jack),KG,679.0,844.48,4.6
2020-08-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,930.84,5.07
2020-08-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,406.27,2.22
2020-08-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,569.72,3.1
2020-08-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,703.85,3.84
2020-08-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,399.64,2.18
2020-08-15,miscellaneous food,Sugar,KG,97.0,129.11,0.7
2020-08-15,pulses and nuts,Beans,KG,50.0,200.06,1.09
2020-08-15,pulses and nuts,Lentils,KG,108.0,140.0,0.76
2020-08-15,vegetables and fruits,Bananas,KG,254.0,106.96,0.58
2020-08-15,vegetables and fruits,Cabbage,KG,181.0,106.61,0.58
2020-08-15,vegetables and fruits,Carrots,KG,166.0,116.69,0.63
2020-08-15,vegetables and fruits,Coconut,Unit,684.0,64.62,0.36
2020-08-15,vegetables and fruits,Eggplants,KG,434.0,123.56,0.68
2020-08-15,vegetables and fruits,Onions (imported),KG,323.0,104.75,0.57
2020-08-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,99.0,0.54
2020-08-15,vegetables and fruits,"Onions (red, local)",KG,685.0,155.77,0.85
2020-08-15,vegetables and fruits,Papaya,KG,408.0,76.79,0.42
2020-08-15,vegetables and fruits,Pineapples,KG,524.0,180.0,0.98
2020-08-15,vegetables and fruits,Pumpkin,KG,412.0,119.1,0.65
2020-08-15,vegetables and fruits,Snake gourd,KG,675.0,113.5,0.62
2020-08-15,vegetables and fruits,Tomatoes,KG,114.0,54.45,0.3
2020-09-15,cereals and tubers,Potatoes (imported),KG,688.0,116.67,0.63
2020-09-15,cereals and tubers,Potatoes (local),KG,687.0,125.29,0.68
2020-09-15,cereals and tubers,Rice (medium grain),KG,131.0,97.0,0.52
2020-09-15,cereals and tubers,Rice (red nadu),KG,157.0,91.88,0.5
2020-09-15,cereals and tubers,Rice (red),KG,595.0,88.0,0.48
2020-09-15,cereals and tubers,Rice (white),KG,133.0,89.75,0.49
2020-09-15,cereals and tubers,Wheat flour,KG,58.0,92.84,0.5
2020-09-15,"meat, fish and eggs",Eggs,Unit,92.0,20.0,0.11
2020-09-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1150.0,6.24
2020-09-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,550.0,2.98
2020-09-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,199.27,1.08
2020-09-15,"meat, fish and eggs",Fish (jack),KG,679.0,740.33,4.02
2020-09-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,1001.25,5.43
2020-09-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,482.01,2.62
2020-09-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,422.76,2.3
2020-09-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,681.01,3.7
2020-09-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,405.45,2.2
2020-09-15,miscellaneous food,Sugar,KG,97.0,130.12,0.7
2020-09-15,pulses and nuts,Beans,KG,50.0,226.72,1.23
2020-09-15,pulses and nuts,Lentils,KG,108.0,142.96,0.78
2020-09-15,vegetables and fruits,Bananas,KG,254.0,102.7,0.56
2020-09-15,vegetables and fruits,Cabbage,KG,181.0,107.08,0.58
2020-09-15,vegetables and fruits,Carrots,KG,166.0,127.0,0.68
2020-09-15,vegetables and fruits,Coconut,Unit,684.0,64.45,0.35
2020-09-15,vegetables and fruits,Eggplants,KG,434.0,86.42,0.47
2020-09-15,vegetables and fruits,Onions (imported),KG,323.0,137.42,0.75
2020-09-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,145.86,0.79
2020-09-15,vegetables and fruits,"Onions (red, local)",KG,685.0,151.28,0.82
2020-09-15,vegetables and fruits,Papaya,KG,408.0,121.67,0.66
2020-09-15,vegetables and fruits,Pineapples,KG,524.0,163.33,0.89
2020-09-15,vegetables and fruits,Pumpkin,KG,412.0,130.5,0.71
2020-09-15,vegetables and fruits,Snake gourd,KG,675.0,115.22,0.62
2020-09-15,vegetables and fruits,Tomatoes,KG,114.0,121.81,0.66
2020-10-15,cereals and tubers,Potatoes (imported),KG,688.0,126.92,0.68
2020-10-15,cereals and tubers,Potatoes (local),KG,687.0,142.35,0.77
2020-10-15,cereals and tubers,Rice (medium grain),KG,131.0,96.96,0.52
2020-10-15,cereals and tubers,Rice (red nadu),KG,157.0,89.04,0.48
2020-10-15,cereals and tubers,Rice (red),KG,595.0,90.62,0.49
2020-10-15,cereals and tubers,Rice (white),KG,133.0,93.89,0.51
2020-10-15,cereals and tubers,Wheat flour,KG,58.0,93.03,0.5
2020-10-15,"meat, fish and eggs",Eggs,Unit,92.0,20.0,0.11
2020-10-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1150.0,6.23
2020-10-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,575.0,3.12
2020-10-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,173.64,0.94
2020-10-15,"meat, fish and eggs",Fish (jack),KG,679.0,838.86,4.55
2020-10-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,1001.25,5.43
2020-10-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,413.63,2.24
2020-10-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,422.76,2.29
2020-10-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,738.48,4.0
2020-10-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,414.47,2.25
2020-10-15,miscellaneous food,Sugar,KG,97.0,130.12,0.7
2020-10-15,pulses and nuts,Beans,KG,50.0,206.29,1.12
2020-10-15,pulses and nuts,Lentils,KG,108.0,148.75,0.81
2020-10-15,vegetables and fruits,Bananas,KG,254.0,82.08,0.44
2020-10-15,vegetables and fruits,Cabbage,KG,181.0,118.21,0.64
2020-10-15,vegetables and fruits,Carrots,KG,166.0,135.54,0.73
2020-10-15,vegetables and fruits,Coconut,Unit,684.0,64.45,0.35
2020-10-15,vegetables and fruits,Eggplants,KG,434.0,90.45,0.49
2020-10-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,170.0,0.92
2020-10-15,vegetables and fruits,"Onions (red, local)",KG,685.0,182.54,0.99
2020-10-15,vegetables and fruits,Papaya,KG,408.0,90.0,0.49
2020-10-15,vegetables and fruits,Pineapples,KG,524.0,163.33,0.89
2020-10-15,vegetables and fruits,Pumpkin,KG,412.0,117.56,0.64
2020-10-15,vegetables and fruits,Snake gourd,KG,675.0,148.33,0.8
2020-10-15,vegetables and fruits,Tomatoes,KG,114.0,102.6,0.56
2020-11-15,cereals and tubers,Potatoes (local),KG,687.0,230.0,1.24
2020-11-15,cereals and tubers,Rice (white),KG,133.0,98.34,0.53
2020-11-15,pulses and nuts,Beans,KG,50.0,220.0,1.19
2020-11-15,vegetables and fruits,Carrots,KG,166.0,135.0,0.73
2020-11-15,vegetables and fruits,Pumpkin,KG,412.0,65.0,0.35
2020-11-15,vegetables and fruits,Snake gourd,KG,675.0,130.0,0.7
2020-12-15,cereals and tubers,Rice (white),KG,133.0,101.5,0.54
2020-12-15,pulses and nuts,Beans,KG,50.0,120.0,0.64
2020-12-15,vegetables and fruits,Cabbage,KG,181.0,25.0,0.14
2020-12-15,vegetables and fruits,Carrots,KG,166.0,105.0,0.56
2020-12-15,vegetables and fruits,Pumpkin,KG,412.0,70.0,0.37
2020-12-15,vegetables and fruits,Snake gourd,KG,675.0,110.0,0.59
2020-12-15,vegetables and fruits,Tomatoes,KG,114.0,110.0,0.59
2021-01-15,cereals and tubers,Potatoes (local),KG,687.0,155.0,0.81
2021-01-15,cereals and tubers,Rice (red),KG,595.0,97.4,0.51
2021-01-15,cereals and tubers,Rice (white),KG,133.0,101.2,0.53
2021-01-15,cereals and tubers,Wheat flour,KG,58.0,93.91,0.49
2021-01-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,485.0,2.52
2021-01-15,pulses and nuts,Beans,KG,50.0,140.0,0.73
2021-01-15,pulses and nuts,Lentils,KG,108.0,156.5,0.81
2021-01-15,vegetables and fruits,Cabbage,KG,181.0,35.0,0.18
2021-01-15,vegetables and fruits,Carrots,KG,166.0,130.0,0.68
2021-01-15,vegetables and fruits,Eggplants,KG,434.0,110.0,0.57
2021-01-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,97.5,0.51
2021-01-15,vegetables and fruits,Papaya,KG,408.0,55.0,0.29
2021-01-15,vegetables and fruits,Pineapples,KG,524.0,125.0,0.65
2021-01-15,vegetables and fruits,Pumpkin,KG,412.0,150.0,0.78
2021-01-15,vegetables and fruits,Tomatoes,KG,114.0,100.0,0.52
2021-02-15,cereals and tubers,Potatoes (local),KG,687.0,137.5,0.71
2021-02-15,cereals and tubers,Rice (red),KG,595.0,92.4,0.48
2021-02-15,cereals and tubers,Rice (white),KG,133.0,97.4,0.5
2021-02-15,cereals and tubers,Wheat flour,KG,58.0,92.76,0.48
2021-02-15,"meat, fish and eggs",Eggs,Unit,92.0,18.5,0.1
2021-02-15,pulses and nuts,Beans,KG,50.0,130.0,0.67
2021-02-15,vegetables and fruits,Cabbage,KG,181.0,57.5,0.3
2021-02-15,vegetables and fruits,Onions (imported),KG,323.0,115.0,0.59
2021-02-15,vegetables and fruits,Pumpkin,KG,412.0,95.0,0.49
2021-02-15,vegetables and fruits,Tomatoes,KG,114.0,195.0,1.01
2021-03-15,cereals and tubers,Potatoes (imported),KG,688.0,90.0,0.46
2021-03-15,cereals and tubers,Potatoes (local),KG,687.0,122.5,0.62
2021-03-15,cereals and tubers,Rice (red),KG,595.0,93.9,0.48
2021-03-15,cereals and tubers,Rice (white),KG,133.0,97.5,0.49
2021-03-15,cereals and tubers,Wheat flour,KG,58.0,92.33,0.47
2021-03-15,"meat, fish and eggs",Eggs,Unit,92.0,16.5,0.08
2021-03-15,pulses and nuts,Beans,KG,50.0,185.0,0.94
2021-03-15,pulses and nuts,Lentils,KG,108.0,163.6,0.83
2021-03-15,vegetables and fruits,Cabbage,KG,181.0,77.5,0.39
2021-03-15,vegetables and fruits,Eggplants,KG,434.0,72.5,0.37
2021-03-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,80.0,0.41
2021-03-15,vegetables and fruits,Pumpkin,KG,412.0,72.5,0.37
2021-04-15,cereals and tubers,Rice (red),KG,595.0,94.4,0.48
2021-04-15,cereals and tubers,Rice (white),KG,133.0,99.12,0.49
2021-04-15,cereals and tubers,Wheat flour,KG,58.0,92.75,0.46
2021-04-15,"meat, fish and eggs",Eggs,Unit,92.0,15.25,0.08
2021-04-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,500.0,2.5
2021-04-15,vegetables and fruits,Cabbage,KG,181.0,75.0,0.38
2021-04-15,vegetables and fruits,Eggplants,KG,434.0,105.0,0.53
2021-04-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,65.0,0.33
2021-04-15,vegetables and fruits,Pumpkin,KG,412.0,37.5,0.19
2021-04-15,vegetables and fruits,Snake gourd,KG,675.0,30.0,0.15
2021-04-15,vegetables and fruits,Tomatoes,KG,114.0,35.0,0.17
2021-05-15,cereals and tubers,Rice (white),KG,133.0,111.12,0.57
2021-05-15,cereals and tubers,Wheat flour,KG,58.0,92.69,0.47
2021-06-15,cereals and tubers,Rice (white),KG,133.0,113.69,0.58
2021-07-15,cereals and tubers,Rice (white),KG,133.0,112.0,0.56
2021-07-15,cereals and tubers,Wheat flour,KG,58.0,96.0,0.48
2021-08-15,cereals and tubers,Rice (white),KG,133.0,107.0,0.54
2021-08-15,cereals and tubers,Wheat flour,KG,58.0,95.0,0.48
2021-09-15,cereals and tubers,Rice (white),KG,133.0,103.0,0.52
2021-09-15,cereals and tubers,Wheat flour,KG,58.0,99.0,0.5
2021-09-15,oil and fats,Oil (coconut),1L,689.0,592.11,2.97
2021-09-15,vegetables and fruits,Onions (imported),KG,323.0,148.28,0.75
2021-09-15,vegetables and fruits,Onions (red),KG,110.0,333.88,1.68
2021-10-15,cereals and tubers,Rice (white),KG,133.0,114.0,0.57
2021-10-15,cereals and tubers,Wheat flour,KG,58.0,112.0,0.56
2021-10-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,701.6,3.49
2021-10-15,miscellaneous food,Sugar,KG,97.0,140.43,0.7
2021-10-15,oil and fats,Oil (coconut),1L,689.0,572.56,2.85
2021-10-15,vegetables and fruits,Onions (red),KG,110.0,306.31,1.52
2021-11-15,cereals and tubers,Rice (white),KG,133.0,132.0,0.66
2021-11-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,740.41,3.68
2021-11-15,vegetables and fruits,Onions (imported),KG,323.0,202.11,1.01
2021-11-15,vegetables and fruits,Onions (red),KG,110.0,327.1,1.63
2021-12-15,cereals and tubers,Rice (white),KG,133.0,131.66,0.66
2021-12-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,785.88,3.91
2021-12-15,miscellaneous food,Sugar,KG,97.0,143.45,0.71
2021-12-15,oil and fats,Oil (coconut),1L,689.0,592.99,2.95
2021-12-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,523.74,2.61
2021-12-15,vegetables and fruits,Onions (red),KG,110.0,378.07,1.88
2022-01-15,cereals and tubers,Rice (white),KG,133.0,158.48,0.79
2022-01-15,cereals and tubers,Wheat flour,KG,58.0,151.98,0.75
2022-01-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,794.89,3.94
2022-01-15,oil and fats,Oil (coconut),1L,689.0,637.65,3.16
2022-01-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,594.54,2.95
2022-01-15,vegetables and fruits,Onions (imported),KG,323.0,196.4,0.97
2022-01-15,vegetables and fruits,Onions (red),KG,110.0,423.63,2.1
2022-02-15,cereals and tubers,Rice (white),KG,133.0,161.51,0.8
2022-02-15,cereals and tubers,Wheat flour,KG,58.0,156.78,0.78
2022-02-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,804.17,3.99
2022-02-15,oil and fats,Oil (coconut),1L,689.0,654.24,3.25
2022-02-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,613.83,3.05
2022-02-15,vegetables and fruits,Onions (imported),KG,323.0,189.77,0.94
2022-03-15,cereals and tubers,Wheat flour,KG,58.0,176.4,0.65
2022-03-15,miscellaneous food,Sugar,KG,97.0,178.5,0.66
2022-03-15,oil and fats,Oil (coconut),1L,689.0,803.44,2.97
2022-03-15,vegetables and fruits,Onions (imported),KG,323.0,178.53,0.66
2022-03-15,vegetables and fruits,Onions (red),KG,110.0,387.92,1.44
2022-04-15,"meat, fish and eggs",Eggs,Unit,92.0,27.58,0.09
2022-04-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,938.79,3.0
2022-04-15,miscellaneous food,Sugar,KG,97.0,233.77,0.75
2022-04-15,oil and fats,Oil (coconut),1L,689.0,789.04,2.52
2022-04-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,671.92,2.14
2022-04-15,vegetables and fruits,Onions (imported),KG,323.0,224.74,0.72
2022-05-15,cereals and tubers,Rice (white),KG,133.0,216.26,0.62
2022-05-15,cereals and tubers,Wheat flour,KG,58.0,265.84,0.76
2022-05-15,"meat, fish and eggs",Eggs,Unit,92.0,34.32,0.1
2022-05-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,1049.44,2.99
2022-05-15,oil and fats,Oil (coconut),1L,689.0,774.21,2.2
2022-06-15,cereals and tubers,Rice (white),KG,133.0,227.52,0.64
2022-06-15,cereals and tubers,Wheat flour,KG,58.0,284.31,0.8
2022-06-15,"meat, fish and eggs",Eggs,Unit,92.0,42.97,0.12
2022-06-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,1228.84,3.46
2022-06-15,miscellaneous food,Sugar,KG,97.0,319.6,0.9
2022-06-15,oil and fats,Oil (coconut),1L,689.0,740.55,2.08
2022-06-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,679.92,1.92
2022-06-15,vegetables and fruits,Onions (red),KG,110.0,551.83,1.55
2022-07-15,cereals and tubers,Potatoes (imported),KG,688.0,232.35,0.65
2022-07-15,cereals and tubers,Potatoes (local),KG,687.0,536.07,1.51
2022-07-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,3128.0,8.81
2022-07-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,1864.52,5.25
2022-07-15,"meat, fish and eggs",Fish (jack),KG,679.0,2361.54,6.65
2022-07-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,2722.73,7.67
2022-07-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,1692.5,4.77
2022-07-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,1092.5,3.08
2022-07-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,1322.22,3.72
2022-07-15,pulses and nuts,Beans,KG,50.0,527.86,1.49
2022-07-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,802.15,2.26
2022-07-15,pulses and nuts,Lentils,KG,108.0,565.83,1.59
2022-07-15,vegetables and fruits,Cabbage,KG,181.0,360.0,1.01
2022-07-15,vegetables and fruits,Carrots,KG,166.0,350.91,0.99
2022-07-15,vegetables and fruits,Eggplants,KG,434.0,391.79,1.1
2022-07-15,vegetables and fruits,Onions (imported),KG,323.0,214.24,0.6
2022-07-15,vegetables and fruits,"Onions (red, local)",KG,685.0,226.06,0.64
2022-07-15,vegetables and fruits,Pineapples,KG,524.0,427.1,1.2
2022-07-15,vegetables and fruits,Pumpkin,KG,412.0,273.57,0.77
2022-07-15,vegetables and fruits,Snake gourd,KG,675.0,334.64,0.94
2022-07-15,vegetables and fruits,Tomatoes,KG,114.0,473.21,1.33
2022-08-15,"meat, fish and eggs",Eggs,Unit,92.0,50.7,0.14
2022-08-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,3121.43,8.79
2022-08-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,2026.67,5.71
2022-08-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,820.25,2.31
2022-08-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,2884.44,8.13
2022-08-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,1404.44,3.96
2022-08-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,1779.17,5.01
2022-08-15,pulses and nuts,Beans,KG,50.0,376.92,1.06
2022-08-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,835.52,2.35
2022-08-15,pulses and nuts,Lentils,KG,108.0,462.06,1.3
2022-08-15,vegetables and fruits,Eggplants,KG,434.0,486.15,1.37
2022-08-15,vegetables and fruits,Onions (imported),KG,323.0,177.18,0.5
2022-08-15,vegetables and fruits,"Onions (red, local)",KG,685.0,177.18,0.5
2022-08-15,vegetables and fruits,Pineapples,KG,524.0,526.15,1.48
2022-08-15,vegetables and fruits,Pumpkin,KG,412.0,218.52,0.62
2022-08-15,vegetables and fruits,Snake gourd,KG,675.0,304.81,0.86
2022-08-15,vegetables and fruits,Tomatoes,KG,114.0,258.52,0.73
2022-09-15,cereals and tubers,Potatoes (imported),KG,688.0,294.69,0.81
2022-09-15,cereals and tubers,Potatoes (local),KG,687.0,470.71,1.3
2022-09-15,"meat, fish and eggs",Eggs,Unit,92.0,48.8,0.13
2022-09-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,2733.33,7.55
2022-09-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,1280.0,3.54
2022-09-15,"meat, fish and eggs",Fish (jack),KG,679.0,2206.67,6.1
2022-09-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,2803.48,7.74
2022-09-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,1370.59,3.79
2022-09-15,"meat, fish and eggs","Meat (chicken, fresh)",KG,982.0,1466.67,4.05
2022-09-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,1779.17,4.91
2022-09-15,pulses and nuts,Beans,KG,50.0,428.46,1.18
2022-09-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,938.45,2.59
2022-09-15,pulses and nuts,Lentils,KG,108.0,441.62,1.22
2022-09-15,vegetables and fruits,Carrots,KG,166.0,332.8,0.92
2022-09-15,vegetables and fruits,Onions (imported),KG,323.0,182.67,0.5
2022-09-15,vegetables and fruits,"Onions (red, local)",KG,685.0,182.67,0.5
2022-09-15,vegetables and fruits,Papaya,KG,408.0,261.25,0.72
2022-09-15,vegetables and fruits,Pineapples,KG,524.0,688.46,1.9
2022-09-15,vegetables and fruits,Pumpkin,KG,412.0,239.23,0.66
2022-09-15,vegetables and fruits,Snake gourd,KG,675.0,357.39,0.99
2022-09-15,vegetables and fruits,Tomatoes,KG,114.0,278.0,0.77
2022-10-15,cereals and tubers,Potatoes (imported),KG,688.0,246.88,0.68
2022-10-15,"meat, fish and eggs",Eggs,Unit,92.0,51.92,0.14
2022-10-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,2580.0,7.11
2022-10-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,1688.89,4.66
2022-10-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,2773.6,7.65
2022-10-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,1647.83,4.54
2022-10-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,849.52,2.34
2022-10-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,2085.0,5.75
2022-10-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,1804.86,4.98
2022-10-15,oil and fats,Oil (coconut),1L,689.0,624.03,1.72
2022-10-15,pulses and nuts,Beans,KG,50.0,525.2,1.45
2022-10-15,pulses and nuts,"Cowpeas (whole, average)",KG,1037.0,1145.19,3.16
2022-10-15,pulses and nuts,Lentils,KG,108.0,394.69,1.09
2022-10-15,vegetables and fruits,Bananas,KG,254.0,193.06,0.53
2022-10-15,vegetables and fruits,Cabbage,KG,181.0,340.77,0.94
2022-10-15,vegetables and fruits,Coconut,Unit,684.0,105.2,0.29
2022-10-15,vegetables and fruits,Eggplants,KG,434.0,407.6,1.12
2022-10-15,vegetables and fruits,Onions (imported),KG,323.0,257.81,0.71
2022-10-15,vegetables and fruits,"Onions (red, local)",KG,685.0,275.31,0.76
2022-10-15,vegetables and fruits,Papaya,KG,408.0,247.67,0.68
2022-10-15,vegetables and fruits,Pumpkin,KG,412.0,258.4,0.71
2022-10-15,vegetables and fruits,Snake gourd,KG,675.0,325.6,0.9
2022-10-15,vegetables and fruits,Tomatoes,KG,114.0,427.5,1.18
2022-11-15,cereals and tubers,Potatoes (imported),KG,688.0,227.27,0.63
2022-11-15,"meat, fish and eggs",Eggs,Unit,92.0,50.0,0.14
2022-11-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,2616.67,7.21
2022-11-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,1504.35,4.14
2022-11-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,538.6,1.48
2022-11-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,2045.0,5.63
