date,province,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,975.0,3.26
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,887.5,2.97
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1152.35,3.85
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1320.0,4.42
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,308.32,1.03
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,225.4,0.75
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,230.0,0.77
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,564.49,1.89
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,287.67,0.96
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,363.9,1.22
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,380.87,1.27
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,172.11,0.58
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,830.0,2.78
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,179.57,0.6
2024-04-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,164.87,0.55
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,201.2,0.67
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,375.0,1.25
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.0,0.73
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,255.25,0.85
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,50.16,0.17
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1137.5,3.8
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1486.67,4.97
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2100.0,7.02
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1160.0,3.88
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,896.4,3.0
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,pulses and nuts,Beans,50,KG,actual,Retail,LKR,324.8,1.09
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1337.67,4.47
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,804.0,2.69
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,324.0,1.08
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,260.8,0.87
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,280.0,0.94
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,352.0,1.18
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,259.2,0.87
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,634.8,2.12
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,420.0,1.4
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,216.0,0.72
2024-04-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,191.0,0.64
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,200.37,0.67
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,396.67,1.33
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,254.83,0.85
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,928.33,3.11
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1530.0,5.12
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,996.67,3.33
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2033.33,6.8
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1260.0,4.21
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,844.0,2.82
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,pulses and nuts,Beans,50,KG,actual,Retail,LKR,310.3,1.04
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1390.0,4.65
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,990.0,3.31
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,333.4,1.12
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,89.33,0.3
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,304.0,1.02
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,692.51,2.32
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,380.2,1.27
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,190.0,0.64
2024-04-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,220.8,0.74
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,179.2,0.6
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,48.4,0.16
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1926.67,6.44
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1186.67,3.97
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,1060.0,3.55
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1750.0,5.85
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2400.0,8.03
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,1866.67,6.24
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1307.33,4.37
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,802.0,2.68
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,pulses and nuts,Beans,50,KG,actual,Retail,LKR,309.0,1.03
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,1200.0,4.01
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,253.2,0.85
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,304.0,1.02
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,69.53,0.23
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,675.87,2.26
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,356.8,1.19
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,186.9,0.63
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,613.33,2.05
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,217.67,0.73
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,249.33,0.83
2024-04-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,226.0,0.76
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,219.6,0.73
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,408.8,1.37
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,281.25,0.94
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,45.12,0.15
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,2416.5,8.08
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1020.67,3.41
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,749.5,2.51
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1245.0,4.16
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2425.0,8.11
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,787.5,2.63
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,pulses and nuts,Beans,50,KG,actual,Retail,LKR,349.6,1.17
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1412.0,4.72
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,315.68,1.06
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,189.5,0.63
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,353.6,1.18
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,400.8,1.34
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,86.2,0.29
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,282.4,0.94
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,594.4,1.99
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,414.4,1.39
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,226.4,0.76
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,326.67,1.09
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,271.2,0.91
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,227.2,0.76
2024-04-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,256.8,0.86
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,208.4,0.7
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,210.6,0.7
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,247.6,0.83
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,49.08,0.16
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1050.0,3.51
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1728.0,5.78
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,822.0,2.75
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,pulses and nuts,Beans,50,KG,actual,Retail,LKR,302.0,1.01
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1371.2,4.59
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,838.8,2.81
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,319.0,1.07
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,170.0,0.57
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,188.4,0.63
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,63.0,0.21
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,125.6,0.42
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,612.0,2.05
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,138.4,0.46
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,138.4,0.46
2024-04-15,Northern,Jaffna,Jaffna,362,9.66,80.01,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,96.8,0.32
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs",Eggs,92,Unit,actual,Retail,LKR,48.4,0.16
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1052.4,3.52
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,873.2,2.92
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1533.6,5.13
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1016.4,3.4
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,687.2,2.3
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1431.6,4.79
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,807.2,2.7
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,pulses and nuts,Beans,50,KG,actual,Retail,LKR,369.6,1.24
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,852.4,2.85
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,317.2,1.06
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,444.13,1.49
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,55.87,0.19
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,205.4,0.69
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,722.2,2.42
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,296.0,0.99
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,291.67,0.98
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,192.8,0.64
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,188.0,0.63
2024-04-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,221.2,0.74
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,205.33,0.69
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.0,0.73
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,1900.0,6.36
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Retail,LKR,1110.0,3.71
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,840.0,2.81
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,840.0,2.81
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,"meat, fish and eggs","Meat (chicken, broiler)",89,KG,actual,Retail,LKR,1492.0,4.99
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,777.33,2.6
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,pulses and nuts,Beans,50,KG,actual,Retail,LKR,318.0,1.06
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1376.67,4.6
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,800.67,2.68
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,316.0,1.06
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,297.33,0.99
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,75.0,0.25
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,290.67,0.97
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,394.0,1.32
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,163.33,0.55
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,692.67,2.32
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,177.33,0.59
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,177.33,0.59
2024-04-15,Northern,Mannar,Mannar,364,8.98,79.9,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,142.67,0.48
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,247.3,0.83
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,846.0,2.83
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,1581.2,5.29
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,2334.0,7.81
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,1058.0,3.54
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,2288.0,7.65
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,pulses and nuts,Beans,50,KG,actual,Retail,LKR,348.7,1.17
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,pulses and nuts,Beans (mung),393,KG,actual,Retail,LKR,1379.6,4.61
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,pulses and nuts,"Cowpeas (whole, average)",1037,KG,actual,Retail,LKR,778.33,2.6
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,317.8,1.06
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,151.8,0.51
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,276.2,0.92
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,408.4,1.37
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,Onions (red),110,KG,actual,Retail,LKR,379.0,1.27
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,299.5,1.0
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,418.33,1.4
2024-04-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,163.8,0.55
